State,Utility,Sample ID,Analyte,Value (PPT)
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81288-1,PFHxA,4.1
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81288-1,PFBS,3.7
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81288-1,PFPeA,3.1
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,Total PFAS,54.1
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFHxA,12.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFOS,10.2
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFBS,8.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFBA,8.1
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFOA,7.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFPeA,4.4
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81291-1,PFHxS,3.3
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81292-1,Total PFAS,18.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81292-1,PFOS,6.8
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81292-1,PFBS,5.9
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-81292-1,PFBA,5.3
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,Total PFAS,46.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFOS,15.7
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFOA,10.3
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFBA,7.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFBS,5.2
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFHxA,4.2
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91605-1,PFPeA,3.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,Total PFAS,29.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFOS,7.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFBS,5.8
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFBA,5.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFPeA,3.7
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFHxA,3.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91610-1,PFHxS,3.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,Total PFAS,50.4
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFHxA,11.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFOS,9.3
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFBA,8.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFBS,8.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFOA,7.8
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91614-1,PFPeA,5.1
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,Total PFAS,37.2
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,PFOS,12.8
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,PFOA,8.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,PFBA,7.4
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,PFBS,4.9
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91623-1,PFHxA,3.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,Total PFAS,38.6
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,PFOS,13.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,PFBA,8.5
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,PFOA,8.4
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,PFBS,5.0
AL,COLBERT COUNTY RURAL WATER SYSTEM,810-91641-1,PFHxA,3.7
AL,COOK SPRINGS WATER AUTHORITY,114101P,Total PFAS,55.2
AL,COOK SPRINGS WATER AUTHORITY,114101P,PFBS,24.1
AL,COOK SPRINGS WATER AUTHORITY,114101P,PFPeA,13.6
AL,COOK SPRINGS WATER AUTHORITY,114101P,PFHxA,7.0
AL,COOK SPRINGS WATER AUTHORITY,114101P,PFBA,6.5
AL,COOK SPRINGS WATER AUTHORITY,114101P,PFOA,4.0
AL,DAPHNE (UTILITIES BOARD OF THE CITY OF),35917431001SE1,Total PFAS,3.7
AL,DAPHNE (UTILITIES BOARD OF THE CITY OF),35917431001SE1,PFPeA,3.7
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GH03962-01,Total PFAS,11.8
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GH03962-01,PFBA,8.7
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GH03962-01,PFBS,3.1
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GI03087-01,Total PFAS,13.0
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GI03087-01,PFBA,13.0
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GL04322-01,Total PFAS,3.4
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),GL04322-01,PFBS,3.4
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),HC01521-01,Total PFAS,6.9
AL,DECATUR (MUNICIPAL UTILITIES BOARD OF),HC01521-01,PFBA,6.9
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35870856001SE1,Total PFAS,12.8
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35870856001SE1,PFBS,7.7
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35870856001SE1,PFBA,5.1
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35891374001SE2,Total PFAS,8.1
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35891374001SE2,PFBA,8.1
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35909808001SE3,Total PFAS,3.6
AL,DEKALB-JACKSON WATER SUPPLY DISTRICT,35909808001SE3,PFBS,3.6
AL,DOTHAN UTILITIES (CITY OF),35855845009SE1,Total PFAS,11.0
AL,DOTHAN UTILITIES (CITY OF),35855845009SE1,6:2 FTS,11.0
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35803039001SE1,Total PFAS,3.5
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35803039001SE1,PFBS,3.5
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35840219001SE3,Total PFAS,13.5
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35840219001SE3,PFPeA,5.3
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35840219001SE3,PFHxA,4.3
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35840219001SE3,PFBS,3.9
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35862232001SE4,Total PFAS,3.1
AL,EAST ALABAMA WATER & FIRE PRO DISTRICT,35862232001SE4,PFHxA,3.1
AL,ECLECTIC WATER WORKS & SEWER BOARD,102802P,Total PFAS,5.6
AL,ECLECTIC WATER WORKS & SEWER BOARD,102802P,PFBA,5.6
AL,ECLECTIC WATER WORKS & SEWER BOARD,102803P,Total PFAS,6.8
AL,ECLECTIC WATER WORKS & SEWER BOARD,102803P,PFBA,6.8
AL,ECLECTIC WATER WORKS & SEWER BOARD,105536P,Total PFAS,5.0
AL,ECLECTIC WATER WORKS & SEWER BOARD,105536P,PFOS,5.0
AL,ECLECTIC WATER WORKS & SEWER BOARD,105537P,Total PFAS,4.5
AL,ECLECTIC WATER WORKS & SEWER BOARD,105537P,PFOS,4.5
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,Total PFAS,36.8
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,PFOS,14.0
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,PFBA,9.7
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,PFBS,5.1
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,PFOA,4.8
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GH03654-03,PFHxA,3.2
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GK03055-03,Total PFAS,24.1
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GK03055-03,PFOS,11.0
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GK03055-03,PFBA,8.3
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,GK03055-03,PFOA,4.8
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HC03764-01,Total PFAS,26.2
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HC03764-01,PFOS,11.0
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HC03764-01,PFBA,7.2
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HC03764-01,PFOA,4.9
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HC03764-01,PFBS,3.1
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HE03348-03,Total PFAS,38.3
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HE03348-03,PFOS,17.0
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HE03348-03,PFOA,9.7
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HE03348-03,PFBA,7.2
AL,FLORENCE WATER-WASTEWATER DEPARTMENT,HE03348-03,PFBS,4.4
AL,FRANKLIN COUNTY WATER SERVICES AUTHORITY,118308P,Total PFAS,5.2
AL,FRANKLIN COUNTY WATER SERVICES AUTHORITY,118308P,PFBA,5.2
AL,FRANKLIN COUNTY WATER SERVICES AUTHORITY,118309P,Total PFAS,15.0
AL,FRANKLIN COUNTY WATER SERVICES AUTHORITY,118309P,PFBA,15.0
AL,FRIENDSHIP WATER WORKS,106767P,Total PFAS,4.5
AL,FRIENDSHIP WATER WORKS,106767P,PFOS,4.5
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,Total PFAS,299.4
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFBS,132.6
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFPeA,49.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFHxA,34.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFOA,29.0
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFOS,24.6
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFBA,17.1
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-69517-1,PFHpA,11.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,Total PFAS,141.5
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFBS,57.8
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFPeA,22.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFOS,17.2
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFOA,15.2
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFHxA,14.1
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFBA,9.3
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-79847-1,PFHpA,5.2
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,Total PFAS,226.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFBS,98.3
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFPeA,44.6
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFHxA,26.4
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFOA,17.6
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFOS,16.5
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFBA,15.7
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-93932-1,PFHpA,7.6
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,Total PFAS,346.0
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFBS,155.4
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFPeA,56.5
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFHxA,34.9
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFOS,32.4
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFOA,32.0
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFBA,19.1
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFHpA,11.5
AL,GADSDEN WATER WORKS AND SEWER BOARD,810-99188-1,PFHxS,4.2
AL,GILBERTOWN (UTILITIES BOARD OF TOWN OF),107483P,Total PFAS,3.1
AL,GILBERTOWN (UTILITIES BOARD OF TOWN OF),107483P,PFHpA,3.1
AL,GRAND BAY WATER WORKS BOARD,810-115644-1,Total PFAS,62.7
AL,GRAND BAY WATER WORKS BOARD,810-115644-1,PFOA,31.4
AL,GRAND BAY WATER WORKS BOARD,810-115644-1,PFOS,26.9
AL,GRAND BAY WATER WORKS BOARD,810-115644-1,PFHpA,4.4
AL,GROVE HILL WATER WORKS,111562P,Total PFAS,53.8
AL,GROVE HILL WATER WORKS,111562P,PFOS,15.0
AL,GROVE HILL WATER WORKS,111562P,PFHxS,14.0
AL,GROVE HILL WATER WORKS,111562P,PFPeA,6.4
AL,GROVE HILL WATER WORKS,111562P,PFHxA,6.2
AL,GROVE HILL WATER WORKS,111562P,PFOA,4.6
AL,GROVE HILL WATER WORKS,111562P,PFBS,4.4
AL,GROVE HILL WATER WORKS,111562P,PFHpA,3.2
AL,GROVE HILL WATER WORKS,111563P,Total PFAS,3.7
AL,GROVE HILL WATER WORKS,111563P,PFHxS,3.7
AL,GROVE HILL WATER WORKS,111564P,Total PFAS,5.2
AL,GROVE HILL WATER WORKS,111564P,PFOS,5.2
AL,GROVE HILL WATER WORKS,111565P,Total PFAS,6.0
AL,GROVE HILL WATER WORKS,111565P,PFBS,6.0
AL,GROVE HILL WATER WORKS,118271P,Total PFAS,4.8
AL,GROVE HILL WATER WORKS,118271P,PFBS,4.8
AL,GROVE HILL WATER WORKS,120297R,Total PFAS,13.0
AL,GROVE HILL WATER WORKS,120297R,PFOS,5.6
AL,GROVE HILL WATER WORKS,120297R,PFHxS,4.1
AL,GROVE HILL WATER WORKS,120297R,PFPeA,3.3
AL,GROVE HILL WATER WORKS,120299R,Total PFAS,57.1
AL,GROVE HILL WATER WORKS,120299R,PFOS,19.0
AL,GROVE HILL WATER WORKS,120299R,PFHxS,13.0
AL,GROVE HILL WATER WORKS,120299R,PFHxA,6.2
AL,GROVE HILL WATER WORKS,120299R,PFPeA,6.1
AL,GROVE HILL WATER WORKS,120299R,PFOA,5.0
AL,GROVE HILL WATER WORKS,120299R,PFBS,4.3
AL,GROVE HILL WATER WORKS,120299R,PFHpA,3.5
AL,GROVE HILL WATER WORKS,120353R,Total PFAS,4.0
AL,GROVE HILL WATER WORKS,120353R,PFHxS,4.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL02642-01,Total PFAS,7.2
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL02642-01,PFBA,7.2
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,Total PFAS,40.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFBA,9.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFPeA,8.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFHxA,8.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFOA,5.9
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFOS,4.6
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,GL04501-03,PFHpA,3.8
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HA00178-01,Total PFAS,5.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HA00178-01,PFBA,5.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-01,Total PFAS,6.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-01,PFBA,6.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-03,Total PFAS,19.1
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-03,PFOA,6.8
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-03,PFOS,4.8
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-03,PFHpA,3.9
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HC00532-03,PFHxA,3.6
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-01,Total PFAS,12.1
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-01,PFBA,8.8
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-01,PFBS,3.3
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-03,Total PFAS,11.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-03,PFBA,8.1
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HF02505-03,PFHxA,3.6
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-01,Total PFAS,19.7
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-01,PFBA,11.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-01,PFPeA,5.1
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-01,PFHxA,3.6
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-03,Total PFAS,19.6
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-03,PFBA,12.0
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-03,PFPeA,4.4
AL,GUNTERSVILLE WATER WORKS & SEWER BOARD,HI03020-03,PFHxA,3.2
AL,HANCEVILLE (THE WWSB OF THE CITY OF),100031P,Total PFAS,3.3
AL,HANCEVILLE (THE WWSB OF THE CITY OF),100031P,PFBS,3.3
AL,HARTSELLE UTILITY BOARD,35861906001SE1,Total PFAS,11.2
AL,HARTSELLE UTILITY BOARD,35861906001SE1,PFBA,6.8
AL,HARTSELLE UTILITY BOARD,35861906001SE1,PFBS,4.4
AL,HARTSELLE UTILITY BOARD,35887919001SE2,Total PFAS,10.9
AL,HARTSELLE UTILITY BOARD,35887919001SE2,PFBA,7.8
AL,HARTSELLE UTILITY BOARD,35887919001SE2,PFBS,3.1
AL,HARVEST-MONROVIA WATER SYSTEM,35886876001SE1,Total PFAS,4.2
AL,HARVEST-MONROVIA WATER SYSTEM,35886876001SE1,PFBS,4.2
AL,HARVEST-MONROVIA WATER SYSTEM,35886876003SE1,Total PFAS,3.5
AL,HARVEST-MONROVIA WATER SYSTEM,35886876003SE1,PFBS,3.5
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,Total PFAS,20.1
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,PFBS,4.7
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,PFOA,4.4
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,PFOS,4.1
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,PFPeA,3.8
AL,HARVEST-MONROVIA WATER SYSTEM,35886876005SE1,PFHxA,3.1
AL,HARVEST-MONROVIA WATER SYSTEM,35905706001SE2,Total PFAS,3.1
AL,HARVEST-MONROVIA WATER SYSTEM,35905706001SE2,PFBS,3.1
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,Total PFAS,18.8
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,PFBS,4.2
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,PFOS,4.1
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,PFOA,4.1
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,PFPeA,3.4
AL,HARVEST-MONROVIA WATER SYSTEM,35905706003SE2,PFHxA,3.0
AL,HIGHLAND WATER AUTHORITY,116229P,Total PFAS,302.8
AL,HIGHLAND WATER AUTHORITY,116229P,PFBS,134.3
AL,HIGHLAND WATER AUTHORITY,116229P,PFPeA,50.8
AL,HIGHLAND WATER AUTHORITY,116229P,PFHxA,30.9
AL,HIGHLAND WATER AUTHORITY,116229P,PFOS,27.8
AL,HIGHLAND WATER AUTHORITY,116229P,PFOA,26.7
AL,HIGHLAND WATER AUTHORITY,116229P,PFBA,17.6
AL,HIGHLAND WATER AUTHORITY,116229P,PFHpA,11.6
AL,HIGHLAND WATER AUTHORITY,116229P,PFHxS,3.1
AL,HIGHLAND WATER AUTHORITY,119347P,Total PFAS,108.7
AL,HIGHLAND WATER AUTHORITY,119347P,PFBS,47.7
AL,HIGHLAND WATER AUTHORITY,119347P,PFPeA,19.9
AL,HIGHLAND WATER AUTHORITY,119347P,PFBA,12.9
AL,HIGHLAND WATER AUTHORITY,119347P,PFHxA,10.8
AL,HIGHLAND WATER AUTHORITY,119347P,PFOA,9.3
AL,HIGHLAND WATER AUTHORITY,119347P,PFOS,4.1
AL,HIGHLAND WATER AUTHORITY,119347P,PFHpA,4.0
AL,HIGHLAND WATER AUTHORITY,121470R,Total PFAS,129.4
AL,HIGHLAND WATER AUTHORITY,121470R,PFBS,51.3
AL,HIGHLAND WATER AUTHORITY,121470R,PFPeA,28.3
AL,HIGHLAND WATER AUTHORITY,121470R,PFBA,16.6
AL,HIGHLAND WATER AUTHORITY,121470R,PFHxA,14.3
AL,HIGHLAND WATER AUTHORITY,121470R,PFOA,10.1
AL,HIGHLAND WATER AUTHORITY,121470R,PFOS,4.7
AL,HIGHLAND WATER AUTHORITY,121470R,PFHpA,4.1
AL,HIGHLAND WATER AUTHORITY,122480P,Total PFAS,143.0
AL,HIGHLAND WATER AUTHORITY,122480P,PFBS,61.4
AL,HIGHLAND WATER AUTHORITY,122480P,PFPeA,27.4
AL,HIGHLAND WATER AUTHORITY,122480P,PFHxA,15.6
AL,HIGHLAND WATER AUTHORITY,122480P,PFBA,12.9
AL,HIGHLAND WATER AUTHORITY,122480P,PFOA,12.6
AL,HIGHLAND WATER AUTHORITY,122480P,PFOS,7.6
AL,HIGHLAND WATER AUTHORITY,122480P,PFHpA,5.5
AL,HOLTVILLE WATER SYSTEM,101836P,Total PFAS,132.7
AL,HOLTVILLE WATER SYSTEM,101836P,PFBS,56.0
AL,HOLTVILLE WATER SYSTEM,101836P,PFPeA,22.6
AL,HOLTVILLE WATER SYSTEM,101836P,PFOS,14.8
AL,HOLTVILLE WATER SYSTEM,101836P,PFOA,14.1
AL,HOLTVILLE WATER SYSTEM,101836P,PFHxA,13.1
AL,HOLTVILLE WATER SYSTEM,101836P,PFBA,7.5
AL,HOLTVILLE WATER SYSTEM,101836P,PFHpA,4.6
AL,HOLTVILLE WATER SYSTEM,104652P,Total PFAS,137.7
AL,HOLTVILLE WATER SYSTEM,104652P,PFBS,55.0
AL,HOLTVILLE WATER SYSTEM,104652P,PFPeA,21.0
AL,HOLTVILLE WATER SYSTEM,104652P,PFOS,18.0
AL,HOLTVILLE WATER SYSTEM,104652P,PFHxA,15.0
AL,HOLTVILLE WATER SYSTEM,104652P,PFOA,14.0
AL,HOLTVILLE WATER SYSTEM,104652P,PFBA,9.3
AL,HOLTVILLE WATER SYSTEM,104652P,PFHpA,5.4
AL,HOLTVILLE WATER SYSTEM,110821P,Total PFAS,137.1
AL,HOLTVILLE WATER SYSTEM,110821P,PFBS,56.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFPeA,24.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFHxA,15.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFOS,13.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFBA,12.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFOA,12.0
AL,HOLTVILLE WATER SYSTEM,110821P,PFHpA,5.1
AL,HOLTVILLE WATER SYSTEM,115186R,Total PFAS,161.6
AL,HOLTVILLE WATER SYSTEM,115186R,PFBS,62.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFPeA,31.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFHxA,18.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFOA,17.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFOS,15.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFBA,12.0
AL,HOLTVILLE WATER SYSTEM,115186R,PFHpA,6.6
AL,HUGULEY WATER AUTHORITY,117265P,Total PFAS,11.6
AL,HUGULEY WATER AUTHORITY,117265P,PFHxA,4.0
AL,HUGULEY WATER AUTHORITY,117265P,PFBS,3.9
AL,HUGULEY WATER AUTHORITY,117265P,PFPeA,3.7
AL,HUGULEY WATER AUTHORITY,120525P,Total PFAS,32.0
AL,HUGULEY WATER AUTHORITY,120525P,PFBA,8.5
AL,HUGULEY WATER AUTHORITY,120525P,PFPeA,7.6
AL,HUGULEY WATER AUTHORITY,120525P,PFHxA,6.3
AL,HUGULEY WATER AUTHORITY,120525P,PFBS,5.4
AL,HUGULEY WATER AUTHORITY,120525P,PFOS,4.2
AL,HUNTSVILLE UTILITIES,35779761003SE1,Total PFAS,9.6
AL,HUNTSVILLE UTILITIES,35779761003SE1,PFBA,6.4
AL,HUNTSVILLE UTILITIES,35779761003SE1,PFBS,3.2
AL,HUNTSVILLE UTILITIES,35785694001SE1,Total PFAS,15.2
AL,HUNTSVILLE UTILITIES,35785694001SE1,PFOS,9.0
AL,HUNTSVILLE UTILITIES,35785694001SE1,PFBS,6.2
AL,HUNTSVILLE UTILITIES,35785777001SE1,Total PFAS,9.5
AL,HUNTSVILLE UTILITIES,35785777001SE1,PFBA,6.2
AL,HUNTSVILLE UTILITIES,35785777001SE1,PFBS,3.3
AL,HUNTSVILLE UTILITIES,35785777003SE1,Total PFAS,9.4
AL,HUNTSVILLE UTILITIES,35785777003SE1,PFBA,5.6
AL,HUNTSVILLE UTILITIES,35785777003SE1,PFBS,3.8
AL,HUNTSVILLE UTILITIES,35800051001SE2,Total PFAS,4.8
AL,HUNTSVILLE UTILITIES,35800051001SE2,PFBS,4.8
AL,HUNTSVILLE UTILITIES,35800051003SE2,Total PFAS,5.2
AL,HUNTSVILLE UTILITIES,35800051003SE2,PFBS,5.2
AL,HUNTSVILLE UTILITIES,35804965001SE1,Total PFAS,23.8
AL,HUNTSVILLE UTILITIES,35804965001SE1,PFBA,9.7
AL,HUNTSVILLE UTILITIES,35804965001SE1,PFBS,5.7
AL,HUNTSVILLE UTILITIES,35804965001SE1,PFPeA,4.3
AL,HUNTSVILLE UTILITIES,35804965001SE1,PFHxA,4.1
AL,HUNTSVILLE UTILITIES,35812392001SE2,Total PFAS,12.8
AL,HUNTSVILLE UTILITIES,35812392001SE2,PFBA,9.2
AL,HUNTSVILLE UTILITIES,35812392001SE2,PFBS,3.6
AL,HUNTSVILLE UTILITIES,35836675001SE2,Total PFAS,31.5
AL,HUNTSVILLE UTILITIES,35836675001SE2,PFBA,11.0
AL,HUNTSVILLE UTILITIES,35836675001SE2,PFBS,6.1
AL,HUNTSVILLE UTILITIES,35836675001SE2,PFPeA,5.3
